noise_condition,dataset_type,k_features,feature_method,mean_accuracy,std_accuracy,selected_features_str
clean,original,20,advanced_stats,0.991304,0.017391,"R_std, R_var, R_min, R_cv, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_min, G_range, G_cv, G_p10, G_iqr, G_mad, G_grad_mean, B_min, B_cv, B_p10, B_grad_mean"
clean,original,20,advanced_stats,0.983333,0.033333,"R_std, R_var, R_range, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_range, G_cv, G_iqr, G_mad, G_grad_mean, B_mean, B_range, B_cv, B_p10, B_p25, B_p75, B_grad_mean"
clean,original,20,advanced_stats,1.0,0.0,"R_std, R_var, R_min, R_cv, R_p10, R_p25, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_cv, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, B_iqr"
clean,original,20,hybrid,0.991304,0.017391,"R_std, R_var, R_min, R_cv, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_min, G_cv, G_iqr, G_mad, B_min, R_WST0_std, R_WST3_mean, R_WST18_mean, R_WST19_mean, G_WST0_std, G_WST18_mean"
clean,original,20,hybrid,0.975,0.020412,"R_std, R_var, R_mad, B_cv, R_WST0_std, R_WST2_mean, R_WST10_mean, R_WST13_mean, R_WST15_mean, G_WST2_mean, G_WST2_std, G_WST6_mean, G_WST14_mean, G_WST15_mean, B_WST1_mean, B_WST2_mean, B_WST5_std, B_WST10_std, B_WST15_mean, B_WST16_mean"
clean,original,20,hybrid,1.0,0.0,"R_std, R_var, R_min, R_cv, R_p10, R_p25, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, B_iqr, R_WST0_std"
clean,original,20,wst,0.974275,0.034609,"R_std, G_std, R_WST0_std, R_WST1_mean, R_WST2_mean, R_WST3_mean, R_WST7_mean, R_WST9_mean, R_WST14_mean, R_WST15_mean, R_WST18_mean, R_WST19_mean, R_WST20_mean, G_WST0_std, G_WST1_mean, G_WST3_mean, G_WST18_mean, G_WST19_mean, B_WST1_mean, B_WST3_mean"
clean,original,20,wst,0.941667,0.056519,"R_std, R_WST0_std, R_WST2_mean, R_WST6_mean, R_WST10_mean, R_WST13_mean, R_WST15_mean, G_WST2_mean, G_WST2_std, G_WST6_mean, G_WST13_mean, G_WST14_mean, G_WST15_mean, B_WST1_mean, B_WST2_mean, B_WST5_std, B_WST6_std, B_WST10_std, B_WST15_mean, B_WST16_mean"
clean,original,20,wst,0.991667,0.016667,"R_mean, R_std, G_std, B_mean, B_std, R_WST0_mean, R_WST0_std, R_WST3_mean, R_WST4_mean, R_WST5_mean, R_WST8_mean, R_WST19_mean, R_WST20_mean, R_WST24_mean, G_WST0_std, G_WST4_mean, G_WST5_mean, G_WST8_mean, B_WST0_mean, B_WST0_std"
clean,small,2,advanced_stats,0.985185,0.02963,"R_iqr, G_iqr;R_iqr, G_mad;R_grad_mean, B_cv"
clean,small,2,hybrid,0.97037,0.043192,"R_iqr, G_iqr;R_iqr, G_mad;B_WST15_std, B_WST16_mean"
clean,small,2,wst,0.925926,0.089053,"R_std, R_WST18_mean;R_WST0_std, G_WST0_std;B_WST15_std, B_WST16_mean"
clean,small,5,advanced_stats,0.97037,0.044444,"R_min, R_iqr, R_mad, G_iqr, G_mad;R_iqr, G_min, G_iqr, G_mad, B_min;R_mad, R_grad_mean, G_grad_mean, B_cv, B_grad_mean"
clean,small,5,hybrid,0.962963,0.02963,"R_min, R_iqr, R_mad, G_iqr, G_mad;R_iqr, G_min, G_iqr, G_mad, B_min;R_WST16_mean, G_WST16_mean, B_WST2_mean, B_WST15_std, B_WST16_mean"
clean,small,5,wst,0.940741,0.051104,"R_std, G_std, R_WST3_mean, R_WST18_mean, R_WST19_mean;G_std, R_WST0_std, R_WST8_mean, G_WST0_std, G_WST8_mean;R_WST16_mean, G_WST16_mean, B_WST2_mean, B_WST15_std, B_WST16_mean"
clean,small,10,advanced_stats,0.948148,0.060675,"R_std, R_min, R_iqr, R_mad, G_min, G_p10, G_iqr, G_mad, B_min, B_p10;R_min, R_iqr, R_mad, G_min, G_range, G_iqr, G_mad, B_min, B_cv, B_p10;R_std, R_var, R_mad, R_grad_mean, G_range, G_cv, G_iqr, G_grad_mean, B_cv, B_grad_mean"
clean,small,10,hybrid,0.940741,0.056383,"R_std, R_min, R_iqr, R_mad, G_min, G_p10, G_iqr, G_mad, B_min, B_p10;R_min, R_iqr, R_mad, G_min, G_range, G_iqr, G_mad, B_min, B_cv, B_p10;R_WST16_mean, G_WST2_mean, G_WST6_mean, G_WST14_mean, G_WST16_mean, G_WST18_mean, B_WST2_mean, B_WST15_std, B_WST16_mean, B_WST18_mean"
clean,small,10,wst,0.940741,0.056383,"R_std, G_std, R_WST0_std, R_WST3_mean, R_WST4_mean, R_WST7_mean, R_WST8_mean, R_WST18_mean, R_WST19_mean, G_WST0_std;R_std, G_std, R_WST0_std, R_WST4_mean, R_WST5_mean, R_WST6_mean, R_WST8_mean, G_WST0_std, G_WST8_mean, B_WST0_std;R_WST16_mean, G_WST2_mean, G_WST6_mean, G_WST14_mean, G_WST16_mean, G_WST18_mean, B_WST2_mean, B_WST15_std, B_WST16_mean, B_WST18_mean"
clean,small,20,advanced_stats,0.948148,0.065918,"R_std, R_var, R_min, R_range, R_cv, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_min, G_range, G_cv, G_p10, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25;R_std, R_var, R_min, R_cv, R_p10, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_cv, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, B_iqr, B_mad;R_std, R_var, R_range, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_range, G_cv, G_iqr, G_mad, G_grad_mean, B_std, B_var, B_max, B_range, B_cv, B_mad, B_grad_mean"
clean,small,20,hybrid,0.955556,0.047942,"R_std, R_var, R_min, R_cv, R_iqr, R_mad, R_grad_mean, G_std, G_min, G_range, G_cv, G_p10, G_iqr, G_mad, B_min, B_p10, B_p25, R_WST3_mean, R_WST18_mean, R_WST19_mean;R_min, R_cv, R_p10, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_iqr, G_mad, B_min, B_cv, B_p10, B_iqr, B_mad, R_WST0_std, R_WST8_mean, G_WST0_std, G_WST8_mean;R_grad_mean, B_cv, R_WST2_mean, R_WST6_mean, R_WST16_mean, G_WST2_mean, G_WST6_mean, G_WST13_mean, G_WST14_mean, G_WST15_mean, G_WST15_std, G_WST16_mean, G_WST18_mean, G_WST21_std, B_WST2_mean, B_WST6_mean, B_WST15_mean, B_WST15_std, B_WST16_mean, B_WST18_mean"
clean,small,20,wst,0.918519,0.078987,"R_std, G_std, R_WST0_std, R_WST2_mean, R_WST3_mean, R_WST4_mean, R_WST5_mean, R_WST7_mean, R_WST8_mean, R_WST18_mean, R_WST19_mean, R_WST20_mean, R_WST24_mean, G_WST0_std, G_WST2_mean, G_WST3_mean, G_WST4_mean, G_WST5_mean, G_WST8_mean, G_WST18_mean;R_std, G_std, B_mean, B_std, R_WST0_mean, R_WST0_std, R_WST2_mean, R_WST4_mean, R_WST5_mean, R_WST6_mean, R_WST7_mean, R_WST8_mean, R_WST23_mean, G_WST0_std, G_WST2_mean, G_WST4_mean, G_WST6_mean, G_WST8_mean, B_WST0_mean, B_WST0_std;R_WST2_mean, R_WST6_mean, R_WST16_mean, R_WST17_mean, G_WST2_mean, G_WST6_mean, G_WST13_mean, G_WST14_mean, G_WST15_mean, G_WST15_std, G_WST16_mean, G_WST18_mean, G_WST21_std, B_WST2_mean, B_WST6_mean, B_WST13_mean, B_WST15_mean, B_WST15_std, B_WST16_mean, B_WST18_mean"
uniform10,mini,2,advanced_stats,0.977778,0.044444,"R_min, B_min;R_min, G_iqr;R_grad_mean, G_grad_mean"
uniform10,mini,2,hybrid,0.955556,0.054433,"R_min, B_min;G_iqr, B_min;R_grad_mean, G_wst_mean_36"
uniform10,mini,2,wst,0.955556,0.088889,"G_wst_mean_70, G_wst_mean_71;R_wst_mean_0, B_wst_mean_0;R_wst_mean_45, R_wst_std_25"
uniform10,mini,5,advanced_stats,0.866667,0.153311,"R_min, R_iqr, R_grad_mean, G_min, B_min;R_max, R_mad, G_iqr, B_min, B_p10;R_var, R_grad_mean, G_grad_mean, B_min, B_grad_mean"
uniform10,mini,5,hybrid,0.933333,0.133333,"R_min, R_iqr, G_iqr, G_mad, B_min;R_max, G_range, G_iqr, B_min, B_max;R_grad_mean, B_min, R_wst_std_25, G_wst_mean_10, G_wst_std_35"
uniform10,mini,5,wst,0.977778,0.044444,"R_wst_mean_2, R_wst_mean_14, G_wst_mean_2, G_wst_mean_70, G_wst_mean_71;R_wst_mean_15, R_wst_std_0, G_wst_mean_15, G_wst_std_0, B_wst_mean_0;R_wst_mean_35, R_wst_mean_43, R_wst_mean_45, R_wst_std_25, G_wst_std_45"
uniform10,mini,10,advanced_stats,0.866667,0.098878,"R_min, R_iqr, R_mad, R_grad_mean, G_min, G_iqr, G_mad, G_grad_mean, B_min, B_p25;R_max, R_iqr, G_min, G_range, B_mean, B_min, B_max, B_p10, B_p25, B_p50;R_std, R_var, R_iqr, R_mad, R_grad_mean, G_grad_mean, B_std, B_min, B_mad, B_grad_mean"
uniform10,mini,10,hybrid,0.933333,0.098878,"R_min, R_iqr, R_mad, G_min, B_min, B_p10, R_wst_mean_2, R_wst_mean_14, R_wst_mean_62, G_wst_mean_71;R_min, R_max, R_p10, R_iqr, G_min, G_range, B_min, B_max, B_p10, B_p25;G_grad_mean, B_min, R_wst_mean_13, R_wst_mean_35, R_wst_std_11, G_wst_mean_25, G_wst_mean_45, G_wst_std_11, G_wst_std_35, G_wst_std_36"
uniform10,mini,10,wst,0.955556,0.088889,"R_wst_mean_2, R_wst_mean_6, R_wst_mean_7, R_wst_mean_14, R_wst_mean_15, R_wst_mean_68, G_wst_mean_2, G_wst_mean_70, G_wst_mean_71, G_wst_std_29;R_wst_mean_5, R_wst_mean_7, R_wst_mean_10, R_wst_mean_11, R_wst_mean_15, R_wst_mean_61, G_wst_mean_5, G_wst_mean_10, G_wst_std_0, B_wst_mean_0;R_wst_mean_35, R_wst_mean_43, R_wst_mean_45, R_wst_mean_53, R_wst_std_11, R_wst_std_19, R_wst_std_25, G_wst_mean_12, G_wst_std_11, G_wst_std_45"
uniform10,mini,20,advanced_stats,0.866667,0.108866,"R_std, R_var, R_min, R_max, R_range, R_cv, R_p10, R_iqr, R_mad, R_grad_mean, G_std, G_min, G_iqr, G_mad, G_grad_mean, B_mean, B_min, B_cv, B_p10, B_p25;R_mean, R_std, R_min, R_max, R_p10, R_p75, R_iqr, R_mad, G_std, G_var, G_min, G_max, G_range, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, B_p50;R_std, R_var, R_range, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_range, G_iqr, G_grad_mean, B_mean, B_std, B_var, B_min, B_skew, B_p75, B_iqr, B_mad, B_grad_mean"
uniform10,mini,20,hybrid,0.911111,0.108866,"R_min, R_iqr, R_mad, R_grad_mean, G_min, G_max, G_iqr, G_mad, G_grad_mean, B_min, B_p10, R_wst_mean_2, R_wst_mean_6, R_wst_mean_14, G_wst_mean_2, G_wst_mean_14, G_wst_mean_70, G_wst_mean_71, G_wst_mean_72, G_wst_std_29;R_min, R_max, R_p10, R_p25, R_iqr, R_mad, R_grad_mean, G_min, G_max, G_range, G_mad, B_mean, B_min, B_max, B_p10, B_p25, B_p50, R_wst_mean_0, G_wst_std_0, B_wst_mean_0;G_grad_mean, B_min, R_wst_mean_11, R_wst_mean_43, R_wst_std_3, R_wst_std_11, G_wst_mean_11, G_wst_mean_13, G_wst_mean_25, G_wst_mean_34, G_wst_mean_45, G_wst_std_3, G_wst_std_10, G_wst_std_11, G_wst_std_26, G_wst_std_36, G_wst_std_37, G_wst_std_45, G_wst_std_51, B_wst_mean_46"
uniform10,mini,20,wst,0.911111,0.108866,"R_wst_mean_2, R_wst_mean_6, R_wst_mean_14, R_wst_mean_15, R_wst_mean_25, R_wst_mean_27, R_wst_mean_44, R_wst_mean_55, R_wst_mean_62, R_wst_mean_68, R_wst_mean_69, G_wst_mean_1, G_wst_mean_2, G_wst_mean_7, G_wst_mean_14, G_wst_mean_15, G_wst_mean_70, G_wst_mean_71, G_wst_mean_72, G_wst_std_29;R_wst_mean_0, R_wst_mean_1, R_wst_mean_5, R_wst_mean_6, R_wst_mean_8, R_wst_mean_10, R_wst_mean_11, R_wst_mean_14, R_wst_mean_15, R_wst_mean_60, R_wst_mean_61, R_wst_std_0, G_wst_mean_5, G_wst_mean_10, G_wst_mean_15, G_wst_mean_16, G_wst_mean_53, G_wst_std_0, G_wst_std_30, B_wst_mean_0;R_wst_mean_11, R_wst_mean_12, R_wst_mean_37, R_wst_mean_43, R_wst_mean_45, R_wst_mean_53, R_wst_std_25, G_wst_mean_1, G_wst_mean_3, G_wst_mean_12, G_wst_mean_34, G_wst_mean_36, G_wst_mean_45, G_wst_mean_53, G_wst_std_4, G_wst_std_10, G_wst_std_11, G_wst_std_27, G_wst_std_34, B_wst_mean_46"
uniform10,original,2,advanced_stats,0.991304,0.017391,"G_iqr, B_min"
uniform10,original,2,advanced_stats,0.85,0.056519,"R_std, R_var"
uniform10,original,2,advanced_stats,1.0,0.0,"G_iqr, B_min"
uniform10,original,2,hybrid,0.991304,0.017391,"G_iqr, B_min"
uniform10,original,2,hybrid,0.941667,0.042492,"R_wst_std_0, G_wst_mean_44"
uniform10,original,2,hybrid,1.0,0.0,"G_iqr, B_min"
uniform10,original,2,wst,0.965942,0.031386,"R_wst_mean_6, G_wst_std_0"
uniform10,original,2,wst,0.941667,0.042492,"R_wst_std_0, G_wst_mean_44"
uniform10,original,2,wst,0.916667,0.045644,"R_wst_std_0, G_wst_std_0"
uniform10,original,5,advanced_stats,0.974638,0.033522,"R_min, R_iqr, G_min, G_iqr, B_min"
uniform10,original,5,advanced_stats,0.95,0.061237,"R_std, R_var, R_mad, G_grad_mean, B_grad_mean"
uniform10,original,5,advanced_stats,1.0,0.0,"R_iqr, R_mad, G_iqr, G_mad, B_min"
uniform10,original,5,hybrid,0.974638,0.033522,"R_min, R_iqr, G_min, G_iqr, B_min"
uniform10,original,5,hybrid,0.933333,0.056519,"R_wst_std_0, G_wst_mean_4, G_wst_mean_5, G_wst_mean_13, G_wst_mean_44"
uniform10,original,5,hybrid,1.0,0.0,"R_iqr, R_mad, G_iqr, G_mad, B_min"
uniform10,original,5,wst,0.974275,0.021014,"R_wst_mean_5, R_wst_mean_6, R_wst_mean_15, R_wst_std_0, G_wst_std_0"
uniform10,original,5,wst,0.933333,0.056519,"R_wst_std_0, G_wst_mean_4, G_wst_mean_5, G_wst_mean_13, G_wst_mean_44"
uniform10,original,5,wst,0.950333,0.031277,"R_wst_mean_9, R_wst_mean_16, R_wst_std_0, G_wst_std_0, B_wst_mean_0"
uniform10,original,10,advanced_stats,0.974638,0.033522,"R_min, R_cv, R_iqr, R_mad, G_std, G_min, G_cv, G_iqr, G_mad, B_min"
uniform10,original,10,advanced_stats,0.983333,0.033333,"R_std, R_var, R_iqr, R_mad, R_grad_mean, G_mad, G_grad_mean, B_skew, B_p10, B_grad_mean"
uniform10,original,10,advanced_stats,0.991667,0.016667,"R_min, R_p10, R_iqr, R_mad, G_min, G_iqr, G_mad, B_min, B_cv, B_p10"
uniform10,original,10,hybrid,0.974638,0.033522,"R_min, R_cv, R_iqr, R_mad, G_std, G_min, G_cv, G_iqr, G_mad, B_min"
uniform10,original,10,hybrid,0.941667,0.062361,"R_std, R_var, R_wst_mean_13, R_wst_std_0, G_wst_mean_4, G_wst_mean_5, G_wst_mean_13, G_wst_mean_44, G_wst_mean_45, G_wst_std_12"
uniform10,original,10,hybrid,0.991667,0.016667,"R_min, R_p10, R_iqr, R_mad, G_min, G_iqr, G_mad, B_min, B_cv, B_p10"
uniform10,original,10,wst,0.96558,0.032447,"R_wst_mean_2, R_wst_mean_4, R_wst_mean_5, R_wst_mean_6, R_wst_mean_14, R_wst_mean_15, R_wst_std_0, G_wst_mean_6, G_wst_mean_15, G_wst_std_0"
uniform10,original,10,wst,0.925,0.071686,"R_wst_mean_13, R_wst_std_0, G_wst_mean_4, G_wst_mean_5, G_wst_mean_11, G_wst_mean_13, G_wst_mean_44, G_wst_mean_45, G_wst_std_5, G_wst_std_12"
uniform10,original,10,wst,0.975,0.033333,"R_wst_mean_9, R_wst_mean_10, R_wst_mean_15, R_wst_mean_16, R_wst_std_0, G_wst_mean_9, G_wst_mean_16, G_wst_std_0, B_wst_mean_0, B_wst_std_0"
uniform10,original,20,advanced_stats,0.974275,0.021014,"R_std, R_var, R_min, R_cv, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_min, G_range, G_cv, G_p10, G_iqr, G_mad, G_grad_mean, B_min, B_cv, B_p10, B_grad_mean"
uniform10,original,20,advanced_stats,0.983333,0.033333,"R_std, R_var, R_range, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_range, G_cv, G_iqr, G_mad, G_grad_mean, B_mean, B_skew, B_p10, B_p25, B_p75, B_mad, B_grad_mean"
uniform10,original,20,advanced_stats,1.0,0.0,"R_std, R_var, R_min, R_cv, R_p10, R_p25, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_cv, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, B_iqr"
uniform10,original,20,hybrid,0.974275,0.021014,"R_std, R_var, R_min, R_cv, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_min, G_cv, G_iqr, G_mad, B_min, B_cv, R_wst_mean_5, R_wst_mean_6, R_wst_mean_15, R_wst_std_0, G_wst_std_0"
uniform10,original,20,hybrid,0.941667,0.08165,"R_std, R_var, R_mad, R_wst_mean_4, R_wst_mean_13, R_wst_mean_34, R_wst_std_0, G_wst_mean_3, G_wst_mean_4, G_wst_mean_5, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_mean_44, G_wst_mean_45, G_wst_mean_53, G_wst_mean_54, G_wst_std_4, G_wst_std_5, G_wst_std_12"
uniform10,original,20,hybrid,1.0,0.0,"R_std, R_var, R_min, R_cv, R_p10, R_p25, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_cv, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, B_iqr"
uniform10,original,20,wst,0.956884,0.038895,"R_wst_mean_2, R_wst_mean_3, R_wst_mean_4, R_wst_mean_5, R_wst_mean_6, R_wst_mean_7, R_wst_mean_10, R_wst_mean_14, R_wst_mean_15, R_wst_mean_43, R_wst_mean_53, R_wst_std_0, G_wst_mean_3, G_wst_mean_6, G_wst_mean_10, G_wst_mean_14, G_wst_mean_15, G_wst_mean_61, G_wst_std_0, B_wst_mean_4"
uniform10,original,20,wst,0.916667,0.06455,"R_wst_mean_4, R_wst_mean_11, R_wst_mean_13, R_wst_mean_34, R_wst_mean_52, R_wst_std_0, G_wst_mean_3, G_wst_mean_4, G_wst_mean_5, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_mean_36, G_wst_mean_44, G_wst_mean_45, G_wst_mean_53, G_wst_mean_54, G_wst_std_4, G_wst_std_5, G_wst_std_12"
