noise_condition,dataset_type,k_features,feature_method,mean_accuracy,std_accuracy,selected_features_str
speckle15,original,20,wst,0.959,0.036539,"R_wst_mean_0, R_wst_mean_41, R_wst_mean_76, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_6, B_wst_mean_20, B_wst_mean_21, B_wst_mean_39, B_wst_mean_41, B_wst_mean_42, B_wst_mean_46, B_wst_mean_47, B_wst_mean_48, B_wst_mean_56, B_wst_mean_68, B_wst_mean_75, B_wst_mean_77, B_wst_std_0"
speckle15,small,2,advanced_stats,0.940741,0.07216,"R_cv, G_iqr;G_std, G_var;B_cv, B_grad_mean"
speckle15,small,2,hybrid,0.940741,0.060675,"R_cv, R_wst_std_0;G_std, G_var;B_wst_mean_12, B_wst_mean_13"
speckle15,small,2,wst,0.911111,0.07549,"R_wst_std_0, G_wst_std_0;R_wst_std_0, G_wst_std_0;B_wst_mean_12, B_wst_mean_13"
speckle15,small,5,advanced_stats,0.962963,0.051104,"R_cv, R_mad, G_cv, G_iqr, B_p10;G_std, G_var, G_iqr, G_mad, B_cv;R_iqr, R_mad, G_cv, B_cv, B_grad_mean"
speckle15,small,5,hybrid,0.940741,0.060675,"R_cv, R_mad, G_cv, G_iqr, R_wst_std_0;G_std, G_var, G_mad, B_cv, G_wst_std_0;B_grad_mean, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14"
speckle15,small,5,wst,0.925926,0.059713,"R_wst_mean_3, R_wst_mean_38, R_wst_std_0, G_wst_std_0, B_wst_mean_66;R_wst_mean_38, R_wst_mean_59, R_wst_std_0, G_wst_std_0, B_wst_std_0;B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14"
speckle15,small,10,advanced_stats,0.948148,0.04586,"R_std, R_var, R_cv, R_mad, G_var, G_cv, G_iqr, G_mad, B_cv, B_p10;R_min, R_range, R_cv, R_mad, G_std, G_var, G_iqr, G_mad, B_cv, B_p10;R_std, R_var, R_range, R_iqr, R_mad, G_cv, B_range, B_cv, B_mad, B_grad_mean"
speckle15,small,10,hybrid,0.962963,0.036289,"R_cv, R_mad, G_cv, G_p25, G_iqr, G_mad, B_cv, B_p10, R_wst_std_0, G_wst_std_0;R_range, R_cv, G_std, G_var, G_iqr, G_mad, B_cv, B_p10, R_wst_std_0, G_wst_std_0;B_cv, B_grad_mean, R_wst_mean_10, R_wst_mean_12, G_wst_mean_10, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14"
speckle15,small,10,wst,0.881481,0.056383,"R_wst_mean_3, R_wst_mean_5, R_wst_mean_6, R_wst_mean_38, R_wst_mean_51, R_wst_std_0, G_wst_mean_30, G_wst_std_0, B_wst_mean_32, B_wst_mean_66;R_wst_mean_38, R_wst_mean_51, R_wst_mean_59, R_wst_std_0, G_wst_mean_9, G_wst_std_0, B_wst_mean_37, B_wst_mean_68, B_wst_mean_78, B_wst_std_0;R_wst_mean_10, R_wst_mean_11, R_wst_mean_12, G_wst_mean_10, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14"
speckle15,small,20,advanced_stats,0.955556,0.062589,"R_mean, R_std, R_var, R_cv, R_p50, R_iqr, R_mad, G_std, G_var, G_cv, G_p10, G_p25, G_p50, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, B_p75;R_std, R_var, R_min, R_range, R_cv, R_p10, R_p25, R_iqr, R_mad, G_std, G_var, G_range, G_cv, G_iqr, G_mad, B_mean, B_cv, B_p10, B_p25, B_p50;R_std, R_var, R_range, R_iqr, R_mad, G_std, G_var, G_range, G_cv, G_iqr, G_mad, B_std, B_var, B_max, B_range, B_cv, B_p90, B_iqr, B_mad, B_grad_mean"
speckle15,small,20,hybrid,0.925926,0.047774,"R_std, R_var, R_cv, R_iqr, R_mad, G_std, G_var, G_cv, G_p10, G_p25, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, R_wst_mean_3, R_wst_std_0, G_wst_std_0, B_wst_mean_66;R_std, R_var, R_min, R_range, R_cv, R_p10, R_iqr, R_mad, G_std, G_var, G_cv, G_iqr, G_mad, B_cv, B_p10, B_p25, R_wst_mean_59, R_wst_std_0, G_wst_std_0, B_wst_std_0;B_cv, B_grad_mean, R_wst_mean_10, R_wst_mean_11, R_wst_mean_12, R_wst_std_0, G_wst_mean_9, G_wst_mean_10, G_wst_mean_11, G_wst_std_10, G_wst_std_13, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14, B_wst_std_10, B_wst_std_11, B_wst_std_64"
speckle15,small,20,wst,0.918519,0.076861,"R_wst_mean_0, R_wst_mean_2, R_wst_mean_3, R_wst_mean_5, R_wst_mean_6, R_wst_mean_38, R_wst_mean_51, R_wst_std_0, R_wst_std_13, G_wst_mean_4, G_wst_mean_30, G_wst_mean_51, G_wst_std_0, B_wst_mean_2, B_wst_mean_3, B_wst_mean_5, B_wst_mean_6, B_wst_mean_32, B_wst_mean_47, B_wst_mean_66;R_wst_mean_20, R_wst_mean_31, R_wst_mean_38, R_wst_mean_50, R_wst_mean_51, R_wst_mean_59, R_wst_std_0, G_wst_mean_9, G_wst_std_0, B_wst_mean_0, B_wst_mean_20, B_wst_mean_32, B_wst_mean_33, B_wst_mean_37, B_wst_mean_40, B_wst_mean_68, B_wst_mean_74, B_wst_mean_76, B_wst_mean_78, B_wst_std_0;R_wst_mean_10, R_wst_mean_11, R_wst_mean_12, R_wst_std_0, R_wst_std_14, G_wst_mean_9, G_wst_mean_10, G_wst_mean_11, G_wst_std_10, G_wst_std_13, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14, B_wst_mean_17, B_wst_std_10, B_wst_std_11, B_wst_std_64"
speckle35,mini,2,advanced_stats,0.688889,0.143322,"B_p25, B_p50;R_p90, B_range;R_range, G_range"
speckle35,mini,2,hybrid,0.511111,0.054433,"B_wst_mean_48, B_wst_mean_62;B_max, B_range;R_range, G_max"
speckle35,mini,2,wst,0.955556,0.088889,"B_wst_mean_19, B_wst_mean_30;B_wst_mean_0, B_wst_mean_73;R_wst_std_0, R_wst_std_5"
speckle35,mini,5,advanced_stats,0.911111,0.133333,"B_skew, B_cv, B_p10, B_p25, B_p50;G_p90, B_max, B_range, B_p10, B_p25;G_max, G_range, B_max, B_range, B_kurt"
speckle35,mini,5,hybrid,0.911111,0.108866,"B_wst_mean_30, B_wst_mean_32, B_wst_mean_37, B_wst_mean_57, B_wst_mean_62;R_p90, B_max, B_range, B_wst_mean_74, B_wst_mean_79;R_range, G_range, R_wst_std_0, R_wst_std_5, B_wst_std_7"
speckle35,mini,5,wst,0.888889,0.088889,"R_wst_std_78, B_wst_mean_19, B_wst_mean_30, B_wst_mean_48, B_wst_mean_54;R_wst_mean_71, B_wst_mean_74, B_wst_mean_78, B_wst_mean_80, B_wst_std_70;R_wst_std_0, R_wst_std_44, B_wst_mean_16, B_wst_std_11, B_wst_std_12"
speckle35,mini,10,advanced_stats,0.866667,0.143825,"R_mean, R_cv, B_mean, B_skew, B_cv, B_p10, B_p25, B_p50, B_p75, B_grad_mean;R_p90, G_p90, B_mean, B_max, B_range, B_skew, B_p10, B_p25, B_p50, B_grad_mean;R_max, R_range, G_max, G_range, B_std, B_var, B_max, B_kurt, B_iqr, B_mad"
speckle35,mini,10,hybrid,0.866667,0.137581,"B_p50, B_wst_mean_19, B_wst_mean_40, B_wst_mean_47, B_wst_mean_52, B_wst_mean_54, B_wst_mean_57, B_wst_mean_62, B_wst_mean_70, B_wst_std_76;B_max, B_range, B_p10, B_p25, R_wst_mean_71, B_wst_mean_6, B_wst_mean_8, B_wst_mean_73, B_wst_mean_75, B_wst_mean_78;R_max, R_range, G_max, G_range, R_wst_std_0, R_wst_std_2, B_wst_std_3, B_wst_std_6, B_wst_std_7, B_wst_std_9"
speckle35,mini,10,wst,0.844444,0.218466,"B_wst_mean_2, B_wst_mean_18, B_wst_mean_20, B_wst_mean_21, B_wst_mean_30, B_wst_mean_31, B_wst_mean_40, B_wst_mean_48, B_wst_std_37, B_wst_std_76;R_wst_mean_7, R_wst_mean_45, B_wst_mean_0, B_wst_mean_6, B_wst_mean_21, B_wst_mean_73, B_wst_mean_74, B_wst_mean_75, B_wst_mean_78, B_wst_mean_79;R_wst_std_0, R_wst_std_2, R_wst_std_5, R_wst_std_44, B_wst_mean_14, B_wst_mean_16, B_wst_std_7, B_wst_std_9, B_wst_std_12, B_wst_std_20"
speckle35,mini,20,advanced_stats,0.866667,0.153311,"R_mean, R_skew, R_cv, R_p10, R_p25, R_p50, R_p90, G_mean, G_skew, G_p25, B_mean, B_skew, B_kurt, B_cv, B_p10, B_p25, B_p50, B_p75, B_p90, B_grad_mean;R_mean, R_skew, R_p10, R_p25, R_p50, R_p75, R_p90, R_grad_mean, G_var, B_mean, B_max, B_range, B_skew, B_cv, B_p10, B_p25, B_p50, B_p75, B_p90, B_grad_mean;R_max, R_range, R_kurt, G_min, G_max, G_range, G_cv, B_mean, B_std, B_var, B_skew, B_kurt, B_p10, B_p25, B_p50, B_p75, B_p90, B_iqr, B_mad, B_grad_mean"
speckle35,mini,20,hybrid,0.866667,0.153311,"B_p50, G_wst_mean_56, G_wst_std_67, B_wst_mean_19, B_wst_mean_20, B_wst_mean_21, B_wst_mean_30, B_wst_mean_31, B_wst_mean_32, B_wst_mean_37, B_wst_mean_40, B_wst_mean_49, B_wst_mean_54, B_wst_mean_55, B_wst_mean_57, B_wst_mean_61, B_wst_mean_62, B_wst_mean_63, B_wst_std_18, B_wst_std_37;R_p90, B_mean, B_max, B_range, B_p10, B_p25, B_p50, B_p90, R_wst_mean_8, R_wst_mean_45, R_wst_std_0, B_wst_mean_0, B_wst_mean_2, B_wst_mean_60, B_wst_mean_70, B_wst_mean_73, B_wst_mean_74, B_wst_mean_75, B_wst_mean_77, B_wst_mean_80;R_max, R_range, G_max, G_range, B_range, R_wst_std_0, R_wst_std_2, R_wst_std_5, R_wst_std_44, R_wst_std_70, B_wst_mean_14, B_wst_mean_16, B_wst_std_2, B_wst_std_3, B_wst_std_6, B_wst_std_7, B_wst_std_10, B_wst_std_11, B_wst_std_12, B_wst_std_67"
speckle35,mini,20,wst,0.844444,0.127592,"R_wst_mean_14, R_wst_mean_38, R_wst_std_78, G_wst_mean_29, G_wst_std_67, B_wst_mean_5, B_wst_mean_19, B_wst_mean_20, B_wst_mean_28, B_wst_mean_31, B_wst_mean_37, B_wst_mean_47, B_wst_mean_53, B_wst_mean_57, B_wst_mean_62, B_wst_mean_63, B_wst_mean_66, B_wst_mean_69, B_wst_std_37, B_wst_std_76;R_wst_mean_44, R_wst_mean_45, R_wst_mean_71, B_wst_mean_0, B_wst_mean_6, B_wst_mean_8, B_wst_mean_21, B_wst_mean_29, B_wst_mean_47, B_wst_mean_63, B_wst_mean_66, B_wst_mean_70, B_wst_mean_73, B_wst_mean_74, B_wst_mean_75, B_wst_mean_77, B_wst_mean_78, B_wst_mean_79, B_wst_mean_80, B_wst_std_78;R_wst_std_0, R_wst_std_1, R_wst_std_2, R_wst_std_5, R_wst_std_44, R_wst_std_70, B_wst_mean_12, B_wst_mean_14, B_wst_mean_16, B_wst_std_2, B_wst_std_3, B_wst_std_6, B_wst_std_7, B_wst_std_9, B_wst_std_10, B_wst_std_11, B_wst_std_12, B_wst_std_14, B_wst_std_39, B_wst_std_60"
speckle35,original,2,advanced_stats,0.880072,0.077577,"B_skew, B_cv"
speckle35,original,2,advanced_stats,0.975,0.033333,"B_cv, B_p10"
speckle35,original,2,advanced_stats,0.975333,0.020149,"R_cv, B_cv"
speckle35,original,2,hybrid,0.931522,0.042876,"R_wst_std_0, G_wst_std_0"
speckle35,original,2,hybrid,0.966667,0.03118,"B_cv, R_wst_std_0"
speckle35,original,2,hybrid,0.958667,0.026361,"B_cv, G_wst_std_0"
speckle35,original,2,wst,0.931522,0.042876,"R_wst_std_0, G_wst_std_0"
speckle35,original,2,wst,0.941667,0.042492,"R_wst_std_0, B_wst_std_25"
speckle35,original,2,wst,0.966667,0.03118,"R_wst_std_0, G_wst_std_0"
speckle35,original,5,advanced_stats,0.906159,0.071885,"G_cv, B_skew, B_cv, B_p10, B_p25"
speckle35,original,5,advanced_stats,0.975,0.033333,"B_mean, B_cv, B_p10, B_p25, B_mad"
speckle35,original,5,advanced_stats,0.983667,0.020011,"R_cv, R_p10, B_cv, B_p10, B_p25"
speckle35,original,5,hybrid,0.948913,0.049046,"B_cv, R_wst_mean_11, R_wst_mean_12, R_wst_std_0, G_wst_std_0"
speckle35,original,5,hybrid,0.983333,0.033333,"B_cv, R_wst_std_0, B_wst_mean_9, B_wst_std_16, B_wst_std_25"
speckle35,original,5,hybrid,0.967,0.031098,"R_cv, B_cv, B_p10, R_wst_std_0, G_wst_std_0"
speckle35,original,5,wst,0.948913,0.049046,"R_wst_mean_11, R_wst_mean_12, R_wst_std_0, G_wst_std_0, B_wst_mean_51"
speckle35,original,5,wst,0.975,0.033333,"R_wst_std_0, B_wst_mean_4, B_wst_mean_9, B_wst_std_16, B_wst_std_25"
speckle35,original,5,wst,0.959,0.036539,"R_wst_std_0, G_wst_std_0, B_wst_mean_2, B_wst_mean_3, B_wst_mean_7"
speckle35,original,10,advanced_stats,0.948913,0.049046,"R_kurt, G_skew, G_cv, G_p10, G_grad_mean, B_skew, B_cv, B_p10, B_p25, B_p50"
speckle35,original,10,advanced_stats,0.983333,0.033333,"B_mean, B_std, B_var, B_cv, B_p10, B_p25, B_p50, B_p75, B_mad, B_grad_mean"
speckle35,original,10,advanced_stats,0.967,0.031098,"R_skew, R_cv, R_p10, R_p25, B_mean, B_skew, B_cv, B_p10, B_p25, B_p50"
speckle35,original,10,hybrid,0.957246,0.038097,"B_skew, B_cv, B_p25, R_wst_mean_11, R_wst_mean_12, R_wst_std_0, G_wst_std_0, B_wst_mean_5, B_wst_mean_33, B_wst_mean_51"
speckle35,original,10,hybrid,0.983333,0.033333,"B_cv, B_p10, B_p25, R_wst_std_0, B_wst_mean_4, B_wst_mean_5, B_wst_mean_9, B_wst_mean_47, B_wst_std_16, B_wst_std_25"
speckle35,original,10,hybrid,0.967,0.031098,"R_cv, R_p10, R_p25, B_skew, B_cv, B_p10, B_p25, R_wst_std_0, G_wst_std_0, B_wst_mean_7"
speckle35,original,10,wst,0.940217,0.042655,"R_wst_mean_11, R_wst_mean_12, R_wst_std_0, G_wst_mean_38, G_wst_mean_48, G_wst_std_0, B_wst_mean_5, B_wst_mean_33, B_wst_mean_51, B_wst_mean_79"
speckle35,original,10,wst,0.983333,0.033333,"R_wst_std_0, B_wst_mean_3, B_wst_mean_4, B_wst_mean_5, B_wst_mean_9, B_wst_mean_10, B_wst_mean_13, B_wst_mean_47, B_wst_std_16, B_wst_std_25"
speckle35,original,10,wst,0.975,0.033333,"R_wst_std_0, G_wst_std_0, B_wst_mean_2, B_wst_mean_3, B_wst_mean_5, B_wst_mean_7, B_wst_mean_21, B_wst_mean_46, B_wst_mean_75, B_wst_std_0"
speckle35,original,20,advanced_stats,0.931522,0.042876,"R_skew, R_kurt, R_cv, R_p25, R_grad_mean, G_mean, G_skew, G_cv, G_p10, G_p25, G_p75, G_grad_mean, B_mean, B_skew, B_cv, B_p10, B_p25, B_p50, B_p75, B_grad_mean"
speckle35,original,20,advanced_stats,0.983333,0.020412,"R_std, R_var, R_p90, R_mad, G_cv, B_mean, B_std, B_var, B_range, B_skew, B_kurt, B_cv, B_p10, B_p25, B_p50, B_p75, B_p90, B_iqr, B_mad, B_grad_mean"
speckle35,original,20,advanced_stats,0.950667,0.030489,"R_mean, R_skew, R_cv, R_p10, R_p25, R_p50, R_p75, R_p90, R_grad_mean, G_kurt, G_cv, B_mean, B_skew, B_cv, B_p10, B_p25, B_p50, B_p75, B_p90, B_grad_mean"
speckle35,original,20,hybrid,0.965942,0.041728,"G_skew, G_cv, B_skew, B_cv, B_p10, B_p25, R_wst_mean_11, R_wst_mean_12, R_wst_mean_13, R_wst_std_0, G_wst_mean_5, G_wst_mean_6, G_wst_mean_20, G_wst_mean_38, G_wst_mean_48, G_wst_std_0, B_wst_mean_5, B_wst_mean_33, B_wst_mean_51, B_wst_mean_79"
speckle35,original,20,hybrid,0.983333,0.033333,"B_mean, B_cv, B_p10, B_p25, B_p75, R_wst_std_0, B_wst_mean_0, B_wst_mean_2, B_wst_mean_3, B_wst_mean_4, B_wst_mean_5, B_wst_mean_9, B_wst_mean_10, B_wst_mean_13, B_wst_mean_42, B_wst_mean_47, B_wst_mean_73, B_wst_std_16, B_wst_std_25, B_wst_std_50"
speckle35,original,20,hybrid,0.975333,0.020149,"R_cv, R_p10, R_p25, B_mean, B_skew, B_cv, B_p10, B_p25, B_p50, R_wst_std_0, G_wst_std_0, B_wst_mean_2, B_wst_mean_3, B_wst_mean_5, B_wst_mean_6, B_wst_mean_7, B_wst_mean_21, B_wst_mean_46, B_wst_mean_75, B_wst_std_0"
speckle35,original,20,wst,0.957246,0.038097,"R_wst_mean_11, R_wst_mean_12, R_wst_mean_13, R_wst_mean_66, R_wst_std_0, G_wst_mean_5, G_wst_mean_6, G_wst_mean_12, G_wst_mean_20, G_wst_mean_38, G_wst_mean_48, G_wst_mean_62, G_wst_std_0, B_wst_mean_5, B_wst_mean_25, B_wst_mean_33, B_wst_mean_43, B_wst_mean_51, B_wst_mean_68, B_wst_mean_79"
speckle35,original,20,wst,0.983333,0.033333,"R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_2, B_wst_mean_3, B_wst_mean_4, B_wst_mean_5, B_wst_mean_9, B_wst_mean_10, B_wst_mean_13, B_wst_mean_41, B_wst_mean_42, B_wst_mean_46, B_wst_mean_47, B_wst_mean_51, B_wst_mean_73, B_wst_std_10, B_wst_std_16, B_wst_std_25, B_wst_std_50"
speckle35,original,20,wst,0.966667,0.03118,"R_wst_mean_5, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_2, B_wst_mean_3, B_wst_mean_4, B_wst_mean_5, B_wst_mean_6, B_wst_mean_7, B_wst_mean_21, B_wst_mean_25, B_wst_mean_32, B_wst_mean_42, B_wst_mean_45, B_wst_mean_46, B_wst_mean_52, B_wst_mean_75, B_wst_mean_76, B_wst_std_0"
speckle35,small,2,advanced_stats,0.911111,0.069285,"G_skew, B_cv;B_cv, B_p10;B_std, B_cv"
speckle35,small,2,hybrid,0.933333,0.062589,"R_wst_std_0, G_wst_std_0;R_wst_std_0, G_wst_std_0;B_cv, B_wst_std_14"
speckle35,small,2,wst,0.911111,0.060675,"R_wst_std_0, G_wst_std_0;R_wst_std_0, G_wst_std_0;R_wst_std_0, B_wst_std_14"
speckle35,small,5,advanced_stats,0.911111,0.04586,"G_skew, G_cv, G_p10, B_skew, B_cv;R_cv, B_skew, B_cv, B_p10, B_p25;G_cv, B_std, B_var, B_skew, B_cv"
speckle35,small,5,hybrid,0.940741,0.051104,"G_skew, G_cv, B_cv, R_wst_std_0, G_wst_std_0;B_cv, B_p10, R_wst_std_0, G_wst_std_0, B_wst_std_0;B_cv, R_wst_std_0, B_wst_mean_13, B_wst_std_14, B_wst_std_69"
speckle35,small,5,wst,0.911111,0.074696,"R_wst_std_0, G_wst_mean_23, G_wst_mean_29, G_wst_std_0, B_wst_mean_48;R_wst_mean_5, R_wst_mean_6, R_wst_std_0, G_wst_std_0, B_wst_std_0;R_wst_std_0, B_wst_mean_9, B_wst_mean_13, B_wst_std_14, B_wst_std_69"
speckle35,small,10,advanced_stats,0.918519,0.04586,"R_mean, G_skew, G_cv, G_p10, G_p25, B_skew, B_cv, B_p10, B_p25, B_grad_mean;R_skew, R_cv, R_p10, R_p25, B_mean, B_skew, B_cv, B_p10, B_p25, B_p50;G_cv, B_mean, B_std, B_var, B_skew, B_cv, B_p25, B_iqr, B_mad, B_grad_mean"
speckle35,small,10,hybrid,0.918519,0.069285,"G_skew, G_cv, G_p10, B_skew, B_cv, B_grad_mean, R_wst_std_0, G_wst_mean_23, G_wst_mean_29, G_wst_std_0;B_cv, B_p10, B_p25, R_wst_mean_4, R_wst_mean_5, R_wst_mean_6, R_wst_std_0, G_wst_std_0, B_wst_mean_7, B_wst_std_0;B_cv, R_wst_std_0, B_wst_mean_9, B_wst_mean_10, B_wst_mean_13, B_wst_mean_14, B_wst_mean_16, B_wst_std_14, B_wst_std_44, B_wst_std_69"
speckle35,small,10,wst,0.911111,0.090473,"R_wst_mean_20, R_wst_std_0, G_wst_mean_22, G_wst_mean_23, G_wst_mean_29, G_wst_mean_30, G_wst_mean_73, G_wst_std_0, B_wst_mean_48, B_wst_mean_79;R_wst_mean_4, R_wst_mean_5, R_wst_mean_6, R_wst_std_0, G_wst_std_0, B_wst_mean_7, B_wst_mean_32, B_wst_mean_74, B_wst_mean_75, B_wst_std_0;R_wst_std_0, B_wst_mean_9, B_wst_mean_10, B_wst_mean_13, B_wst_mean_14, B_wst_mean_16, B_wst_std_14, B_wst_std_44, B_wst_std_64, B_wst_std_69"
speckle35,small,20,advanced_stats,0.888889,0.062589,"R_mean, R_kurt, R_cv, R_p50, R_p75, R_grad_mean, G_mean, G_skew, G_cv, G_p10, G_p25, G_p50, B_mean, B_skew, B_cv, B_p10, B_p25, B_p75, B_p90, B_grad_mean;R_mean, R_skew, R_cv, R_p10, R_p25, R_p50, R_p75, R_p90, R_grad_mean, G_cv, B_mean, B_skew, B_kurt, B_cv, B_p10, B_p25, B_p50, B_p75, B_p90, B_grad_mean;R_std, R_var, R_mad, G_skew, G_cv, B_mean, B_std, B_var, B_range, B_skew, B_kurt, B_cv, B_p10, B_p25, B_p50, B_p75, B_p90, B_iqr, B_mad, B_grad_mean"
speckle35,small,20,hybrid,0.918519,0.069285,"G_skew, G_cv, G_p10, G_p25, B_skew, B_cv, B_p10, B_grad_mean, R_wst_mean_20, R_wst_std_0, G_wst_mean_22, G_wst_mean_23, G_wst_mean_29, G_wst_mean_30, G_wst_mean_73, G_wst_std_0, B_wst_mean_22, B_wst_mean_48, B_wst_mean_75, B_wst_mean_79;R_cv, R_p10, B_skew, B_cv, B_p10, B_p25, R_wst_mean_4, R_wst_mean_5, R_wst_mean_6, R_wst_mean_38, R_wst_std_0, G_wst_std_0, B_wst_mean_7, B_wst_mean_30, B_wst_mean_32, B_wst_mean_33, B_wst_mean_74, B_wst_mean_75, B_wst_mean_78, B_wst_std_0;B_std, B_cv, R_wst_std_0, B_wst_mean_9, B_wst_mean_10, B_wst_mean_13, B_wst_mean_14, B_wst_mean_15, B_wst_mean_16, B_wst_std_10, B_wst_std_14, B_wst_std_25, B_wst_std_26, B_wst_std_44, B_wst_std_56, B_wst_std_61, B_wst_std_63, B_wst_std_64, B_wst_std_69, B_wst_std_74"
speckle35,small,20,wst,0.918519,0.096246,"R_wst_mean_20, R_wst_std_0, G_wst_mean_1, G_wst_mean_22, G_wst_mean_23, G_wst_mean_29, G_wst_mean_30, G_wst_mean_73, G_wst_mean_78, G_wst_std_0, B_wst_mean_7, B_wst_mean_22, B_wst_mean_29, B_wst_mean_45, B_wst_mean_48, B_wst_mean_55, B_wst_mean_64, B_wst_mean_71, B_wst_mean_75, B_wst_mean_79;R_wst_mean_4, R_wst_mean_5, R_wst_mean_6, R_wst_mean_38, R_wst_std_0, G_wst_std_0, B_wst_mean_2, B_wst_mean_3, B_wst_mean_4, B_wst_mean_7, B_wst_mean_26, B_wst_mean_30, B_wst_mean_32, B_wst_mean_33, B_wst_mean_41, B_wst_mean_72, B_wst_mean_74, B_wst_mean_75, B_wst_mean_78, B_wst_std_0;R_wst_std_0, B_wst_mean_9, B_wst_mean_10, B_wst_mean_13, B_wst_mean_14, B_wst_mean_15, B_wst_mean_16, B_wst_std_10, B_wst_std_14, B_wst_std_25, B_wst_std_26, B_wst_std_32, B_wst_std_44, B_wst_std_56, B_wst_std_61, B_wst_std_63, B_wst_std_64, B_wst_std_66, B_wst_std_69, B_wst_std_74"
speckle55,mini,2,advanced_stats,0.644444,0.187766,"G_p90, B_kurt;R_p90, G_p90;B_max, B_range"
speckle55,mini,2,hybrid,0.755556,0.213595,"G_p90, B_wst_std_37;R_p90, B_p90;B_max, R_wst_std_5"
speckle55,mini,2,wst,0.955556,0.088889,"B_wst_mean_30, B_wst_mean_49;R_wst_std_17, B_wst_mean_73;R_wst_std_0, R_wst_std_5"
speckle55,mini,5,advanced_stats,0.866667,0.187766,"G_p90, B_skew, B_kurt, B_p50, B_p90;R_p90, G_p90, B_p10, B_p75, B_p90;B_max, B_range, B_kurt, B_p75, B_iqr"
speckle55,mini,5,hybrid,0.911111,0.108866,"R_p90, G_p90, B_p90, B_wst_mean_30, B_wst_mean_67;R_p90, G_p90, B_p10, B_p25, R_wst_std_17;B_max, B_kurt, R_wst_std_0, R_wst_std_5, B_wst_std_9"
speckle55,mini,5,wst,0.866667,0.187766,"B_wst_mean_20, B_wst_mean_30, B_wst_mean_31, B_wst_mean_48, B_wst_std_76;R_wst_std_17, B_wst_mean_66, B_wst_mean_73, B_wst_mean_79, B_wst_std_70;R_wst_std_0, R_wst_std_5, B_wst_std_6, B_wst_std_7, B_wst_std_9"
speckle55,mini,10,advanced_stats,0.911111,0.108866,"R_p10, R_p90, G_p90, B_kurt, B_cv, B_p10, B_p25, B_p50, B_p90, B_grad_mean;R_p75, R_p90, G_p90, B_skew, B_p10, B_p25, B_p50, B_p75, B_p90, B_iqr;B_var, B_max, B_range, B_skew, B_kurt, B_p75, B_p90, B_iqr, B_mad, B_grad_mean"
speckle55,mini,10,hybrid,0.955556,0.088889,"G_p90, B_p50, R_wst_mean_54, B_wst_mean_30, B_wst_mean_37, B_wst_mean_48, B_wst_mean_49, B_wst_mean_58, B_wst_mean_66, B_wst_std_37;R_p90, B_p10, B_p50, B_p90, R_wst_std_17, B_wst_mean_0, B_wst_mean_7, B_wst_mean_73, B_wst_mean_77, B_wst_mean_79;B_range, B_kurt, R_wst_std_0, R_wst_std_5, B_wst_std_2, B_wst_std_5, B_wst_std_6, B_wst_std_7, B_wst_std_9, B_wst_std_67"
speckle55,mini,10,wst,0.866667,0.187766,"B_wst_mean_20, B_wst_mean_30, B_wst_mean_37, B_wst_mean_47, B_wst_mean_57, B_wst_mean_58, B_wst_mean_67, B_wst_mean_70, B_wst_std_37, B_wst_std_76;R_wst_std_17, B_wst_mean_0, B_wst_mean_1, B_wst_mean_2, B_wst_mean_6, B_wst_mean_63, B_wst_mean_73, B_wst_mean_75, B_wst_mean_78, B_wst_std_70;R_wst_std_0, R_wst_std_5, R_wst_std_70, B_wst_std_2, B_wst_std_3, B_wst_std_6, B_wst_std_7, B_wst_std_9, B_wst_std_56, B_wst_std_67"
speckle55,mini,20,advanced_stats,0.8,0.16915,"R_skew, R_kurt, R_cv, R_p10, R_p50, G_skew, G_p10, G_p50, G_p90, B_mean, B_skew, B_kurt, B_cv, B_p10, B_p25, B_p50, B_p75, B_p90, B_iqr, B_grad_mean;R_mean, R_skew, R_p50, R_p75, R_p90, R_iqr, R_mad, R_grad_mean, G_p90, B_mean, B_var, B_skew, B_cv, B_p10, B_p25, B_p50, B_p75, B_p90, B_iqr, B_grad_mean;R_std, R_var, R_iqr, R_mad, B_mean, B_std, B_var, B_max, B_range, B_skew, B_kurt, B_cv, B_p10, B_p25, B_p50, B_p75, B_p90, B_iqr, B_mad, B_grad_mean"
