noise_condition,dataset_type,k_features,feature_method,mean_accuracy,std_accuracy,selected_features_str
poisson40,original,20,wst,0.966667,0.03118,"R_wst_mean_0, R_wst_mean_50, R_wst_mean_75, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_20, B_wst_mean_21, B_wst_mean_22, B_wst_mean_27, B_wst_mean_30, B_wst_mean_31, B_wst_mean_38, B_wst_mean_39, B_wst_mean_49, B_wst_mean_75, B_wst_mean_76, B_wst_mean_77, B_wst_mean_78, B_wst_std_0"
poisson40,small,2,advanced_stats,0.888889,0.064005,"R_std, G_cv;G_mad, B_cv;B_max, B_mad"
poisson40,small,2,hybrid,0.911111,0.055432,"R_std, G_cv;G_mad, B_wst_mean_38;B_wst_mean_10, B_wst_mean_13"
poisson40,small,2,wst,0.888889,0.060675,"R_wst_std_0, G_wst_std_0;G_wst_std_0, B_wst_mean_38;B_wst_mean_10, B_wst_mean_13"
poisson40,small,5,advanced_stats,0.903704,0.096246,"R_std, R_var, R_cv, G_cv, B_cv;R_cv, G_std, G_var, G_mad, B_cv;G_std, G_var, B_max, B_range, B_mad"
poisson40,small,5,hybrid,0.925926,0.065955,"R_std, R_var, R_cv, G_cv, R_wst_std_0;G_std, G_var, G_mad, B_cv, B_wst_mean_38;R_wst_mean_11, B_wst_mean_10, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14"
poisson40,small,5,wst,0.888889,0.073576,"R_wst_mean_65, R_wst_std_0, R_wst_std_56, G_wst_std_0, B_wst_mean_1;R_wst_std_0, G_wst_std_0, B_wst_mean_38, B_wst_mean_42, B_wst_std_0;R_wst_mean_11, B_wst_mean_10, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14"
poisson40,small,10,advanced_stats,0.911111,0.070202,"R_std, R_var, R_min, R_cv, G_std, G_var, G_cv, G_mad, B_cv, B_p10;R_std, R_var, R_cv, R_p25, R_mad, G_std, G_var, G_mad, B_cv, B_p10;R_var, R_mad, G_std, G_var, G_mad, B_std, B_var, B_max, B_range, B_mad"
poisson40,small,10,hybrid,0.903704,0.059259,"R_std, R_var, R_cv, G_std, G_var, G_cv, G_mad, B_cv, R_wst_std_0, G_wst_std_0;R_std, R_cv, G_std, G_var, G_mad, B_cv, R_wst_std_0, G_wst_std_0, B_wst_mean_38, B_wst_std_0;R_wst_mean_11, R_wst_std_0, G_wst_std_12, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14, B_wst_mean_15"
poisson40,small,10,wst,0.925926,0.060675,"R_wst_mean_49, R_wst_mean_65, R_wst_std_0, R_wst_std_56, G_wst_std_0, B_wst_mean_1, B_wst_mean_4, B_wst_mean_29, B_wst_mean_30, B_wst_mean_70;R_wst_mean_22, R_wst_std_0, G_wst_mean_10, G_wst_std_0, B_wst_mean_38, B_wst_mean_42, B_wst_mean_54, B_wst_mean_55, B_wst_mean_56, B_wst_std_0;R_wst_mean_11, R_wst_std_0, G_wst_std_12, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14, B_wst_mean_15"
poisson40,small,20,advanced_stats,0.911111,0.093634,"R_mean, R_std, R_var, R_min, R_range, R_cv, R_mad, G_std, G_var, G_min, G_range, G_cv, G_p10, G_p25, G_p50, G_iqr, G_mad, B_cv, B_p10, B_p25;R_std, R_var, R_min, R_range, R_cv, R_p10, R_p25, R_p50, R_mad, G_std, G_var, G_cv, G_iqr, G_mad, B_mean, B_min, B_cv, B_p10, B_p25, B_p50;R_std, R_var, R_iqr, R_mad, G_std, G_var, G_iqr, G_mad, B_mean, B_std, B_var, B_max, B_range, B_skew, B_p10, B_p75, B_p90, B_iqr, B_mad, B_grad_mean"
poisson40,small,20,hybrid,0.925926,0.071198,"R_std, R_var, R_min, R_range, R_cv, R_mad, G_std, G_var, G_cv, G_p10, G_mad, B_cv, B_p10, R_wst_mean_65, R_wst_std_0, R_wst_std_56, G_wst_std_0, B_wst_mean_1, B_wst_mean_4, B_wst_mean_30;R_std, R_var, R_range, R_cv, R_p25, R_mad, G_std, G_var, G_iqr, G_mad, B_min, B_cv, B_p10, R_wst_mean_22, R_wst_std_0, G_wst_std_0, B_wst_mean_38, B_wst_mean_42, B_wst_mean_56, B_wst_std_0;R_wst_mean_10, R_wst_mean_11, R_wst_std_0, R_wst_std_11, R_wst_std_12, G_wst_mean_10, G_wst_mean_12, G_wst_std_0, G_wst_std_11, G_wst_std_12, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14, B_wst_mean_15, B_wst_mean_16, B_wst_std_10, B_wst_std_17"
poisson40,small,20,wst,0.918519,0.059713,"R_wst_mean_0, R_wst_mean_5, R_wst_mean_22, R_wst_mean_35, R_wst_mean_49, R_wst_mean_53, R_wst_mean_57, R_wst_mean_59, R_wst_mean_65, R_wst_std_0, R_wst_std_56, G_wst_std_0, B_wst_mean_1, B_wst_mean_4, B_wst_mean_29, B_wst_mean_30, B_wst_mean_58, B_wst_mean_65, B_wst_mean_70, B_wst_mean_80;R_wst_mean_22, R_wst_mean_28, R_wst_mean_29, R_wst_mean_38, R_wst_mean_74, R_wst_std_0, G_wst_mean_10, G_wst_std_0, B_wst_mean_5, B_wst_mean_28, B_wst_mean_38, B_wst_mean_39, B_wst_mean_41, B_wst_mean_42, B_wst_mean_46, B_wst_mean_48, B_wst_mean_54, B_wst_mean_55, B_wst_mean_56, B_wst_std_0;R_wst_mean_10, R_wst_mean_11, R_wst_std_0, R_wst_std_11, R_wst_std_12, G_wst_mean_10, G_wst_mean_12, G_wst_std_0, G_wst_std_11, G_wst_std_12, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14, B_wst_mean_15, B_wst_mean_16, B_wst_std_10, B_wst_std_17"
poisson60,mini,2,advanced_stats,0.777778,0.153311,"R_max, G_iqr;R_min, B_max;R_max, G_grad_mean"
poisson60,mini,2,hybrid,0.711111,0.16915,"R_max, B_min;R_min, R_p50;R_max, G_max"
poisson60,mini,2,wst,0.911111,0.098878,"B_wst_mean_48, B_wst_mean_52;B_wst_mean_0, B_wst_mean_39;R_wst_std_0, R_wst_std_12"
poisson60,mini,5,advanced_stats,0.888889,0.153311,"R_max, R_cv, G_iqr, G_mad, B_min;R_min, R_max, R_p10, G_iqr, B_p10;R_max, R_grad_mean, G_max, G_grad_mean, B_mad"
poisson60,mini,5,hybrid,0.911111,0.143322,"R_max, G_iqr, B_max, B_wst_mean_30, B_wst_mean_48;R_min, R_max, G_iqr, B_min, B_max;G_max, R_wst_std_0, R_wst_std_11, R_wst_std_12, G_wst_std_11"
poisson60,mini,5,wst,0.911111,0.098878,"B_wst_mean_29, B_wst_mean_41, B_wst_mean_42, B_wst_mean_52, B_wst_mean_78;R_wst_mean_0, G_wst_std_0, B_wst_mean_31, B_wst_mean_39, B_wst_mean_75;R_wst_mean_9, R_wst_std_0, R_wst_std_11, G_wst_mean_10, B_wst_std_12"
poisson60,mini,10,advanced_stats,0.888889,0.153311,"R_std, R_var, R_min, R_max, R_cv, G_var, G_iqr, G_mad, B_p10, B_p25;R_min, R_max, R_p25, G_var, G_iqr, G_mad, B_min, B_max, B_p10, B_p25;R_std, R_max, R_iqr, R_mad, R_grad_mean, G_grad_mean, B_std, B_var, B_skew, B_mad"
poisson60,mini,10,hybrid,0.911111,0.143322,"R_cv, G_iqr, B_min, R_wst_std_40, B_wst_mean_22, B_wst_mean_23, B_wst_mean_24, B_wst_mean_41, B_wst_mean_47, B_wst_mean_48;R_p25, G_std, G_iqr, B_max, B_p10, B_p25, G_wst_std_0, B_wst_mean_0, B_wst_mean_31, B_wst_mean_39;R_max, G_max, R_wst_mean_9, R_wst_mean_10, R_wst_std_11, R_wst_std_12, R_wst_std_13, G_wst_mean_10, G_wst_std_11, B_wst_std_12"
poisson60,mini,10,wst,0.933333,0.098878,"B_wst_mean_22, B_wst_mean_23, B_wst_mean_30, B_wst_mean_33, B_wst_mean_38, B_wst_mean_40, B_wst_mean_41, B_wst_mean_48, B_wst_mean_52, B_wst_std_48;R_wst_mean_0, R_wst_mean_40, G_wst_std_0, B_wst_mean_22, B_wst_mean_31, B_wst_mean_34, B_wst_mean_41, B_wst_mean_75, B_wst_mean_76, B_wst_std_76;R_wst_mean_10, R_wst_mean_11, R_wst_std_0, R_wst_std_11, R_wst_std_12, G_wst_mean_10, G_wst_std_11, G_wst_std_12, G_wst_std_13, B_wst_std_12"
poisson60,mini,20,advanced_stats,0.844444,0.153311,"R_std, R_var, R_min, R_max, R_cv, R_p25, R_iqr, R_mad, G_std, G_var, G_iqr, G_mad, B_mean, B_min, B_range, B_cv, B_p10, B_p25, B_p50, B_p75;R_mean, R_std, R_var, R_min, R_p10, R_p50, R_p75, R_mad, G_std, G_var, G_min, G_range, G_mad, B_mean, B_min, B_max, B_p10, B_p25, B_p50, B_p75;R_std, R_var, R_max, R_iqr, R_mad, R_grad_mean, G_std, G_max, G_range, G_grad_mean, B_mean, B_std, B_var, B_skew, B_kurt, B_p10, B_p50, B_p75, B_mad, B_grad_mean"
poisson60,mini,20,hybrid,0.911111,0.143322,"R_min, R_max, R_mad, G_iqr, G_mad, B_max, R_wst_std_40, B_wst_mean_22, B_wst_mean_23, B_wst_mean_29, B_wst_mean_30, B_wst_mean_33, B_wst_mean_38, B_wst_mean_39, B_wst_mean_41, B_wst_mean_44, B_wst_mean_48, B_wst_mean_52, B_wst_mean_78, B_wst_std_33;R_min, R_max, R_p10, R_p25, R_p50, G_iqr, B_mean, B_min, B_max, B_p10, B_p25, B_p75, G_wst_std_0, B_wst_mean_0, B_wst_mean_31, B_wst_mean_39, B_wst_mean_75, B_wst_mean_76, B_wst_mean_77, B_wst_std_33;R_max, R_wst_mean_9, R_wst_mean_10, R_wst_mean_11, R_wst_mean_13, R_wst_std_0, R_wst_std_11, R_wst_std_12, R_wst_std_13, G_wst_mean_10, G_wst_mean_11, G_wst_mean_12, G_wst_std_10, G_wst_std_11, G_wst_std_12, G_wst_std_13, B_wst_mean_14, B_wst_std_12, B_wst_std_13, B_wst_std_14"
poisson60,mini,20,wst,0.933333,0.098878,"R_wst_std_40, B_wst_mean_18, B_wst_mean_19, B_wst_mean_22, B_wst_mean_23, B_wst_mean_28, B_wst_mean_29, B_wst_mean_30, B_wst_mean_33, B_wst_mean_38, B_wst_mean_45, B_wst_mean_47, B_wst_mean_48, B_wst_mean_49, B_wst_mean_50, B_wst_mean_52, B_wst_mean_56, B_wst_mean_75, B_wst_mean_78, B_wst_std_47;R_wst_mean_0, R_wst_mean_40, R_wst_std_0, R_wst_std_48, G_wst_std_0, B_wst_mean_0, B_wst_mean_22, B_wst_mean_31, B_wst_mean_39, B_wst_mean_41, B_wst_mean_48, B_wst_mean_54, B_wst_mean_56, B_wst_mean_75, B_wst_mean_76, B_wst_mean_77, B_wst_std_21, B_wst_std_31, B_wst_std_38, B_wst_std_76;R_wst_mean_9, R_wst_mean_10, R_wst_mean_11, R_wst_mean_13, R_wst_std_0, R_wst_std_10, R_wst_std_11, R_wst_std_12, R_wst_std_13, G_wst_mean_9, G_wst_mean_10, G_wst_mean_11, G_wst_mean_13, G_wst_std_10, G_wst_std_11, G_wst_std_12, G_wst_std_13, B_wst_mean_14, B_wst_std_12, B_wst_std_14"
poisson60,original,2,advanced_stats,0.931159,0.02075,"G_cv, G_mad"
poisson60,original,2,advanced_stats,0.941667,0.020412,"R_iqr, B_skew"
poisson60,original,2,advanced_stats,0.991667,0.016667,"G_std, B_cv"
poisson60,original,2,hybrid,0.931159,0.044078,"G_cv, R_wst_std_0"
poisson60,original,2,hybrid,0.908333,0.048591,"R_iqr, R_wst_std_0"
poisson60,original,2,hybrid,0.991667,0.016667,"G_std, B_cv"
poisson60,original,2,wst,0.896377,0.044646,"R_wst_std_0, G_wst_std_0"
poisson60,original,2,wst,0.958333,0.026352,"R_wst_std_0, R_wst_std_12"
poisson60,original,2,wst,0.933333,0.056519,"R_wst_std_0, G_wst_std_0"
poisson60,original,5,advanced_stats,0.947826,0.032536,"R_cv, R_mad, G_cv, G_mad, B_cv"
poisson60,original,5,advanced_stats,0.958333,0.026352,"R_std, R_var, R_iqr, R_mad, B_skew"
poisson60,original,5,advanced_stats,0.991667,0.016667,"R_var, G_std, G_var, G_mad, B_cv"
poisson60,original,5,hybrid,0.922464,0.032374,"R_mad, G_cv, G_mad, R_wst_std_0, G_wst_std_0"
poisson60,original,5,hybrid,0.966667,0.03118,"R_iqr, B_skew, R_wst_std_0, R_wst_std_12, G_wst_std_12"
poisson60,original,5,hybrid,0.991667,0.016667,"R_var, G_std, G_var, G_mad, B_cv"
poisson60,original,5,wst,0.913768,0.04765,"R_wst_mean_3, R_wst_mean_4, R_wst_std_0, G_wst_std_0, B_wst_mean_40"
poisson60,original,5,wst,0.966667,0.048591,"R_wst_std_0, R_wst_std_12, G_wst_std_12, B_wst_mean_13, B_wst_std_10"
poisson60,original,5,wst,0.95,0.061237,"R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_39, B_wst_std_0"
poisson60,original,10,advanced_stats,0.93913,0.044339,"R_std, R_var, R_cv, R_mad, G_std, G_var, G_range, G_cv, G_mad, B_cv"
poisson60,original,10,advanced_stats,0.966667,0.03118,"R_std, R_var, R_range, R_iqr, R_mad, G_std, G_var, G_mad, B_skew, B_iqr"
poisson60,original,10,advanced_stats,0.991667,0.016667,"R_std, R_var, R_cv, R_mad, G_std, G_var, G_mad, B_cv, B_p10, B_p25"
poisson60,original,10,hybrid,0.922464,0.032374,"R_cv, R_mad, G_std, G_var, G_min, G_cv, G_mad, B_cv, R_wst_std_0, G_wst_std_0"
poisson60,original,10,hybrid,0.975,0.033333,"R_std, R_var, R_iqr, R_mad, B_skew, R_wst_std_0, R_wst_std_12, G_wst_std_12, B_wst_mean_13, B_wst_std_10"
poisson60,original,10,hybrid,0.991667,0.016667,"R_std, R_var, R_cv, R_mad, G_std, G_var, G_mad, B_cv, B_p10, G_wst_std_0"
poisson60,original,10,wst,0.913768,0.061505,"R_wst_mean_3, R_wst_mean_4, R_wst_mean_35, R_wst_std_0, G_wst_std_0, B_wst_mean_20, B_wst_mean_38, B_wst_mean_40, B_wst_mean_49, B_wst_mean_68"
poisson60,original,10,wst,0.966667,0.03118,"R_wst_std_0, R_wst_std_9, R_wst_std_11, R_wst_std_12, R_wst_std_13, G_wst_mean_12, G_wst_std_12, B_wst_mean_12, B_wst_mean_13, B_wst_std_10"
poisson60,original,10,wst,0.966667,0.03118,"R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_39, B_wst_mean_40, B_wst_mean_46, B_wst_mean_58, B_wst_mean_76, B_wst_mean_77, B_wst_std_0"
poisson60,original,20,advanced_stats,0.948188,0.032641,"R_std, R_var, R_min, R_cv, R_p10, R_iqr, R_mad, G_std, G_var, G_min, G_range, G_cv, G_p10, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, B_iqr"
poisson60,original,20,advanced_stats,0.975,0.033333,"R_std, R_var, R_range, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_iqr, G_mad, B_mean, B_var, B_skew, B_p10, B_p25, B_p50, B_p75, B_iqr, B_mad, B_grad_mean"
poisson60,original,20,advanced_stats,0.983333,0.020412,"R_std, R_var, R_min, R_range, R_cv, R_p10, R_p25, R_iqr, R_mad, G_std, G_var, G_min, G_cv, G_iqr, G_mad, B_mean, B_min, B_cv, B_p10, B_p25"
poisson60,original,20,hybrid,0.931159,0.044078,"R_std, R_var, R_min, R_cv, R_mad, G_std, G_var, G_min, G_range, G_cv, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, R_wst_mean_3, R_wst_mean_4, R_wst_std_0, G_wst_std_0"
poisson60,original,20,hybrid,0.991667,0.016667,"R_std, R_var, R_iqr, R_mad, G_std, G_var, B_skew, R_wst_std_0, R_wst_std_9, R_wst_std_11, R_wst_std_12, R_wst_std_13, G_wst_mean_10, G_wst_mean_12, G_wst_mean_14, G_wst_std_12, B_wst_mean_12, B_wst_mean_13, B_wst_mean_15, B_wst_std_10"
poisson60,original,20,hybrid,0.983333,0.020412,"R_std, R_var, R_min, R_cv, R_p10, R_p25, R_mad, G_std, G_var, G_cv, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_39"
poisson60,original,20,wst,0.913768,0.061505,"R_wst_mean_3, R_wst_mean_4, R_wst_mean_35, R_wst_mean_54, R_wst_mean_59, R_wst_mean_65, R_wst_mean_78, R_wst_std_0, G_wst_std_0, B_wst_mean_20, B_wst_mean_31, B_wst_mean_32, B_wst_mean_38, B_wst_mean_40, B_wst_mean_49, B_wst_mean_50, B_wst_mean_55, B_wst_mean_58, B_wst_mean_65, B_wst_mean_68"
poisson60,original,20,wst,0.975,0.033333,"R_wst_mean_10, R_wst_mean_12, R_wst_mean_13, R_wst_std_0, R_wst_std_9, R_wst_std_10, R_wst_std_11, R_wst_std_12, R_wst_std_13, G_wst_mean_10, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_mean_14, G_wst_std_12, G_wst_std_13, B_wst_mean_12, B_wst_mean_13, B_wst_mean_15, B_wst_std_10"
poisson60,original,20,wst,0.966667,0.048591,"R_wst_mean_0, R_wst_mean_49, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_29, B_wst_mean_39, B_wst_mean_40, B_wst_mean_46, B_wst_mean_47, B_wst_mean_50, B_wst_mean_51, B_wst_mean_56, B_wst_mean_57, B_wst_mean_58, B_wst_mean_59, B_wst_mean_75, B_wst_mean_76, B_wst_mean_77, B_wst_std_0"
poisson60,small,2,advanced_stats,0.911111,0.091676,"R_std, R_mad;G_mad, B_cv;R_iqr, R_mad"
poisson60,small,2,hybrid,0.955556,0.057346,"R_mad, G_iqr;G_mad, B_cv;G_wst_mean_11, B_wst_mean_13"
poisson60,small,2,wst,0.918519,0.057346,"R_wst_std_0, G_wst_std_0;R_wst_std_0, G_wst_std_0;G_wst_mean_11, B_wst_mean_13"
poisson60,small,5,advanced_stats,0.888889,0.082149,"R_std, R_var, R_mad, G_cv, G_mad;R_mad, G_std, G_var, G_mad, B_cv;R_std, R_var, R_iqr, R_mad, B_mad"
poisson60,small,5,hybrid,0.911111,0.064005,"R_std, R_var, R_mad, G_cv, R_wst_std_0;G_std, G_var, G_mad, B_cv, G_wst_std_0;R_wst_mean_10, G_wst_mean_11, B_wst_mean_9, B_wst_mean_12, B_wst_mean_13"
poisson60,small,5,wst,0.903704,0.074696,"R_wst_mean_77, R_wst_std_0, G_wst_std_0, B_wst_mean_29, B_wst_mean_58;R_wst_std_0, G_wst_std_0, B_wst_mean_31, B_wst_mean_48, B_wst_std_0;R_wst_mean_10, G_wst_mean_11, B_wst_mean_9, B_wst_mean_12, B_wst_mean_13"
poisson60,small,10,advanced_stats,0.903704,0.088417,"R_std, R_var, R_cv, R_mad, G_std, G_var, G_cv, G_iqr, G_mad, B_cv;R_std, R_var, R_min, R_cv, R_mad, G_std, G_var, G_mad, B_cv, B_p10;R_std, R_var, R_iqr, R_mad, G_std, G_var, G_iqr, G_mad, B_skew, B_mad"
poisson60,small,10,hybrid,0.911111,0.069285,"R_std, R_var, R_cv, R_mad, G_std, G_cv, G_iqr, G_mad, B_cv, R_wst_std_0;R_std, R_mad, G_std, G_var, G_mad, B_cv, B_p10, R_wst_std_0, G_wst_std_0, B_wst_mean_48;R_wst_mean_10, R_wst_mean_11, G_wst_mean_11, G_wst_mean_12, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14"
poisson60,small,10,wst,0.911111,0.054433,"R_wst_mean_77, R_wst_std_0, G_wst_mean_68, G_wst_std_0, B_wst_mean_29, B_wst_mean_46, B_wst_mean_55, B_wst_mean_57, B_wst_mean_58, B_wst_mean_63;R_wst_mean_21, R_wst_std_0, G_wst_mean_16, G_wst_std_0, B_wst_mean_31, B_wst_mean_48, B_wst_mean_50, B_wst_mean_55, B_wst_mean_75, B_wst_std_0;R_wst_mean_10, R_wst_mean_11, G_wst_mean_11, G_wst_mean_12, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14"
poisson60,small,20,advanced_stats,0.925926,0.086975,"R_mean, R_std, R_var, R_min, R_cv, R_p50, R_iqr, R_mad, G_std, G_var, G_min, G_cv, G_p10, G_iqr, G_mad, B_min, B_skew, B_cv, B_p10, B_p25;R_std, R_var, R_min, R_range, R_cv, R_p10, R_p25, R_mad, G_std, G_var, G_min, G_range, G_cv, G_iqr, G_mad, B_mean, B_min, B_cv, B_p10, B_p25;R_std, R_var, R_range, R_iqr, R_mad, G_std, G_var, G_range, G_cv, G_iqr, G_mad, G_grad_mean, B_std, B_var, B_skew, B_p10, B_p90, B_iqr, B_mad, B_grad_mean"
poisson60,small,20,hybrid,0.933333,0.065918,"R_std, R_var, R_min, R_cv, R_iqr, R_mad, G_std, G_var, G_cv, G_p10, G_iqr, G_mad, B_min, B_cv, B_p10, R_wst_mean_77, R_wst_std_0, G_wst_std_0, B_wst_mean_29, B_wst_mean_58;R_std, R_var, R_min, R_range, R_cv, R_mad, G_std, G_var, G_min, G_range, G_mad, B_cv, B_p10, B_p25, R_wst_std_0, G_wst_std_0, B_wst_mean_31, B_wst_mean_48, B_wst_mean_75, B_wst_std_0;R_iqr, R_wst_mean_10, R_wst_mean_11, R_wst_mean_13, R_wst_std_0, R_wst_std_10, G_wst_mean_10, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_std_11, G_wst_std_13, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14, B_wst_mean_15, B_wst_mean_16"
poisson60,small,20,wst,0.903704,0.073576,"R_wst_mean_0, R_wst_mean_77, R_wst_std_0, R_wst_std_12, G_wst_mean_68, G_wst_std_0, B_wst_mean_6, B_wst_mean_28, B_wst_mean_29, B_wst_mean_38, B_wst_mean_39, B_wst_mean_42, B_wst_mean_46, B_wst_mean_55, B_wst_mean_57, B_wst_mean_58, B_wst_mean_63, B_wst_mean_67, B_wst_mean_68, B_wst_mean_75;R_wst_mean_16, R_wst_mean_21, R_wst_std_0, G_wst_mean_16, G_wst_std_0, B_wst_mean_20, B_wst_mean_30, B_wst_mean_31, B_wst_mean_32, B_wst_mean_38, B_wst_mean_39, B_wst_mean_46, B_wst_mean_47, B_wst_mean_48, B_wst_mean_50, B_wst_mean_55, B_wst_mean_68, B_wst_mean_69, B_wst_mean_75, B_wst_std_0;R_wst_mean_10, R_wst_mean_11, R_wst_mean_13, R_wst_std_0, R_wst_std_10, R_wst_std_13, G_wst_mean_10, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_std_11, G_wst_std_13, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14, B_wst_mean_15, B_wst_mean_16"
